x y result
16 2 256
8 0 1
24 1 24
8 2 64
16 1 16
23 4 279841
23 2 529
22 2 484
9 2 81
17 0 1
28 2 784
20 2 400
20 1 20
22 2 484
10 3 1000
21 0 1
27 2 729
29 0 1
12 4 20736
21 4 194481
0 0 1
9 1 9
29 2 841
17 1 17
0 1 0
11 1 11
5 4 625
3 0 1
2 4 16
2 3 8
10 1 10
15 3 3375
24 0 1
7 4 2401
28 1 28
11 3 1331
24 4 331776
20 0 1
9 2 81
23 0 1
1 1 1
20 1 20
7 3 343
28 4 614656
10 3 1000
6 3 216
22 0 1
20 4 160000
17 0 1
16 1 16
9 4 6561
28 4 614656
14 0 1
0 4 0
21 3 9261
15 2 225
27 1 27
27 0 1
27 0 1
11 4 14641
26 2 676
28 4 614656
12 3 1728
20 1 20
12 1 12
14 2 196
27 4 531441
14 3 2744
5 3 125
19 2 361
27 2 729
21 2 441
14 0 1
14 3 2744
19 2 361
20 4 160000
15 2 225
29 1 29
16 4 65536
1 0 1
17 2 289
12 4 20736
24 4 331776
18 0 1
14 0 1
21 2 441
16 0 1
27 4 531441
8 0 1
19 2 361
21 1 21
22 4 234256
29 1 29
15 2 225
10 3 1000
27 2 729
22 3 10648
17 1 17
22 1 22
27 3 19683
16 1 16
28 3 21952
1 0 1
15 2 225
5 3 125
26 0 1
18 2 324
0 4 0
15 2 225
10 0 1
21 2 441
11 1 11
5 1 5
26 1 26
6 3 216
16 0 1
8 1 8
4 1 4
3 4 81
27 0 1
11 3 1331
24 0 1
16 4 65536
11 2 121
6 3 216
9 0 1
29 2 841
22 3 10648
28 3 21952
16 2 256
19 0 1
0 2 0
0 4 0
19 1 19
20 2 400
7 3 343
29 2 841
24 1 24
12 0 1
9 2 81
21 1 21
24 2 576
14 4 38416
28 4 614656
26 0 1
27 3 19683
18 4 104976
27 0 1
11 4 14641
23 3 12167
13 4 28561
8 0 1
17 3 4913
1 3 1
23 2 529
27 1 27
17 4 83521
27 3 19683
29 2 841
4 4 256
29 4 707281
27 2 729
24 1 24
22 0 1
26 0 1
23 3 12167
3 1 3
10 1 10
24 1 24
23 1 23
13 2 169
17 3 4913
18 2 324
16 2 256
9 3 729
19 2 361
28 0 1
22 2 484
9 1 9
11 2 121
7 1 7
10 1 10
29 0 1
10 1 10
12 2 144
4 3 64
29 0 1
19 0 1
8 4 4096
22 0 1
22 2 484
26 2 676
15 0 1
4 2 16
14 3 2744
13 2 169
3 2 9
17 0 1
8 1 8
19 0 1
3 2 9
11 2 121
27 2 729
14 4 38416
14 1 14
16 4 65536
6 3 216
15 1 15
0 3 0
23 2 529
4 4 256
15 0 1
1 2 1
13 3 2197
18 2 324
25 1 25
10 0 1
22 3 10648
9 0 1
1 2 1
21 3 9261
3 4 81
18 1 18
18 2 324
12 1 12
29 0 1
1 1 1
18 4 104976
9 0 1
16 4 65536
20 2 400
9 1 9
12 0 1
28 4 614656
16 1 16
28 2 784
7 4 2401
10 0 1
0 3 0
10 4 10000
23 1 23
9 3 729
6 4 1296
22 1 22
0 1 0
13 3 2197
29 1 29
8 1 8
24 3 13824
9 1 9
17 1 17
4 2 16
20 4 160000
13 0 1
19 4 130321
12 3 1728
24 0 1
8 4 4096
1 2 1
14 1 14
1 0 1
28 3 21952
3 1 3
21 3 9261
25 3 15625
28 3 21952
5 3 125
11 1 11
18 4 104976
28 3 21952
4 0 1
8 1 8
15 4 50625
22 2 484
7 2 49
25 2 625
17 1 17
10 2 100
27 2 729
29 1 29
12 3 1728
5 0 1
7 1 7
13 3 2197
11 4 14641
17 1 17
6 4 1296
20 1 20
0 4 0
29 1 29
12 4 20736
17 4 83521
21 1 21
15 4 50625
8 1 8
9 1 9
5 0 1
1 3 1
24 1 24
15 0 1
12 0 1
29 2 841
8 0 1
11 4 14641
29 2 841
17 3 4913
14 3 2744
16 0 1
13 3 2197
15 4 50625
1 2 1
16 3 4096
22 1 22
6 0 1
4 3 64
25 1 25
12 1 12
22 4 234256
27 4 531441
4 4 256
25 3 15625
19 3 6859
3 1 3
10 4 10000
2 1 2
5 0 1
14 1 14
15 1 15
19 0 1
18 0 1
16 4 65536
3 0 1
21 1 21
6 0 1
28 1 28
4 3 64
3 4 81
16 4 65536
14 3 2744
18 1 18
22 0 1
13 1 13
2 0 1
13 1 13
3 0 1
17 2 289
5 0 1
6 1 6
22 3 10648
4 4 256
19 0 1
4 1 4
3 0 1
29 0 1
7 3 343
9 1 9
9 0 1
19 4 130321
16 4 65536
27 0 1
0 0 1
17 3 4913
26 1 26
2 4 16
29 1 29
25 2 625
1 2 1
27 0 1
5 0 1
14 0 1
21 2 441
1 1 1
2 1 2
28 1 28
15 0 1
6 2 36
27 3 19683
1 1 1
22 4 234256
27 1 27
20 2 400
1 3 1
3 1 3
14 3 2744
2 4 16
20 2 400
28 4 614656
13 3 2197
3 2 9
5 0 1
21 1 21
2 3 8
14 2 196
23 0 1
20 2 400
17 3 4913
15 1 15
22 4 234256
12 0 1
23 0 1
4 1 4
24 4 331776
8 2 64
25 4 390625
15 0 1
21 3 9261
9 4 6561
14 1 14
24 1 24
15 3 3375
12 0 1
24 2 576
28 4 614656
23 1 23
5 1 5
12 1 12
12 0 1
3 0 1
7 2 49
9 4 6561
0 4 0
2 3 8
6 2 36
8 3 512
13 3 2197
13 4 28561
28 2 784
3 4 81
5 4 625
12 2 144
24 3 13824
1 0 1
18 4 104976
15 4 50625
11 3 1331
15 1 15
12 3 1728
25 0 1
19 4 130321
19 4 130321
23 4 279841
13 3 2197
28 1 28
29 0 1
8 2 64
2 0 1
14 2 196
28 0 1
11 2 121
5 4 625
10 2 100
22 1 22
3 1 3
29 4 707281
18 4 104976
6 2 36
9 2 81
13 2 169
4 0 1
28 1 28
4 2 16
3 3 27
22 0 1
8 2 64
21 3 9261
10 0 1
27 4 531441
22 1 22
20 0 1
24 1 24
11 0 1
14 3 2744
1 4 1
1 2 1
3 2 9
18 3 5832
25 4 390625
7 2 49
9 4 6561
9 1 9
12 0 1
9 1 9
28 1 28
21 4 194481
20 2 400
11 3 1331
29 3 24389
21 4 194481
6 2 36
10 2 100
15 1 15
27 3 19683
25 1 25
14 3 2744
1 2 1
8 1 8
3 1 3
0 4 0
17 3 4913
14 1 14
22 0 1
4 0 1
18 0 1
12 0 1
27 0 1
29 3 24389
2 1 2
12 2 144
7 4 2401
20 0 1
11 2 121
14 4 38416
24 2 576
16 2 256
20 2 400
24 0 1
7 1 7
26 4 456976
13 0 1
7 4 2401
26 1 26
28 4 614656
1 2 1
0 3 0
1 1 1
0 0 1
0 4 0
25 0 1
11 2 121
7 4 2401
27 0 1
1 2 1
15 2 225
7 4 2401
0 1 0
2 0 1
2 0 1
5 1 5
28 3 21952
5 4 625
1 0 1
4 1 4
29 3 24389
20 4 160000
24 3 13824
1 1 1
24 0 1
29 2 841
7 4 2401
15 0 1
20 2 400
6 4 1296
19 2 361
9 3 729
4 3 64
10 4 10000
19 3 6859
18 2 324
14 4 38416
3 3 27
20 0 1
16 2 256
20 3 8000
22 3 10648
22 3 10648
7 0 1
29 2 841
15 2 225
24 2 576
17 1 17
16 0 1
3 2 9
17 4 83521
17 2 289
21 0 1
0 2 0
26 3 17576
5 1 5
3 1 3
17 0 1
0 0 1
27 1 27
1 4 1
21 4 194481
9 0 1
18 3 5832
29 2 841
26 0 1
6 1 6
0 3 0
19 3 6859
0 3 0
0 2 0
1 0 1
21 4 194481
10 1 10
27 1 27
29 3 24389
13 2 169
19 3 6859
20 0 1
17 3 4913
7 2 49
6 0 1
26 4 456976
13 2 169
14 0 1
3 0 1
6 2 36
0 2 0
20 2 400
19 1 19
17 0 1
8 3 512
28 4 614656
25 3 15625
27 3 19683
27 3 19683
10 1 10
19 4 130321
9 1 9
17 0 1
24 4 331776
25 0 1
10 1 10
24 2 576
16 2 256
11 0 1
9 4 6561
14 0 1
5 4 625
14 4 38416
7 1 7
13 1 13
25 0 1
28 3 21952
19 1 19
27 0 1
25 3 15625
2 4 16
25 2 625
15 4 50625
19 1 19
27 3 19683
10 0 1
16 2 256
0 3 0
7 4 2401
18 4 104976
13 0 1
14 2 196
21 2 441
0 2 0
29 2 841
0 2 0
14 2 196
26 2 676
15 1 15
25 2 625
4 0 1
5 3 125
0 2 0
7 2 49
24 3 13824
13 0 1
1 2 1
24 0 1
2 2 4
0 4 0
21 0 1
12 4 20736
8 2 64
2 1 2
20 2 400
27 0 1
19 4 130321
5 3 125
3 2 9
12 4 20736
26 0 1
13 4 28561
6 1 6
14 4 38416
6 2 36
2 2 4
17 1 17
17 0 1
27 1 27
12 2 144
5 2 25
28 1 28
21 0 1
5 1 5
4 0 1
5 1 5
14 2 196
4 4 256
8 1 8
24 1 24
28 1 28
19 2 361
9 2 81
0 1 0
10 3 1000
22 3 10648
11 3 1331
4 1 4
4 2 16
6 0 1
14 4 38416
27 4 531441
22 4 234256
2 4 16
27 2 729
20 2 400
2 3 8
15 1 15
0 2 0
4 1 4
0 1 0
10 3 1000
12 0 1
22 3 10648
12 4 20736
22 4 234256
29 4 707281
3 2 9
13 1 13
10 3 1000
10 2 100
10 2 100
8 1 8
26 1 26
28 4 614656
21 1 21
28 2 784
0 4 0
26 0 1
17 2 289
16 0 1
18 3 5832
23 1 23
14 1 14
23 0 1
26 2 676
7 1 7
26 4 456976
21 3 9261
26 0 1
18 0 1
11 1 11
21 1 21
8 2 64
1 2 1
3 0 1
13 0 1
2 2 4
27 3 19683
6 1 6
25 3 15625
8 4 4096
24 4 331776
9 0 1
2 0 1
2 4 16
0 0 1
14 2 196
5 1 5
13 4 28561
18 0 1
27 2 729
4 4 256
28 4 614656
12 0 1
24 3 13824
20 3 8000
15 0 1
10 4 10000
29 3 24389
12 3 1728
14 0 1
12 3 1728
22 0 1
11 4 14641
16 0 1
19 0 1
13 1 13
29 4 707281
16 2 256
13 1 13
26 1 26
23 3 12167
15 2 225
2 0 1
14 2 196
23 3 12167
23 1 23
7 0 1
23 2 529
12 2 144
21 3 9261
4 1 4
15 0 1
19 2 361
3 0 1
22 3 10648
17 4 83521
27 4 531441
12 1 12
4 3 64
18 0 1
14 0 1
14 3 2744
12 0 1
18 3 5832
29 0 1
23 2 529
13 1 13
16 0 1
2 2 4
22 2 484
15 4 50625
17 2 289
27 1 27
25 1 25
12 4 20736
16 1 16
26 2 676
20 2 400
16 3 4096
5 3 125
4 0 1
9 0 1
17 4 83521
15 3 3375
25 1 25
4 1 4
4 1 4
9 2 81
5 1 5
24 4 331776
13 2 169
12 1 12
9 0 1
21 1 21
8 3 512
16 3 4096
6 4 1296
23 4 279841
18 2 324
15 2 225
4 0 1
18 1 18
14 2 196
27 3 19683
9 2 81
27 0 1
2 3 8
1 3 1
23 1 23
29 4 707281
12 3 1728
3 4 81
28 2 784
24 1 24
24 3 13824
11 0 1
12 0 1
19 1 19
19 0 1
26 3 17576
2 2 4
0 2 0
10 1 10
12 4 20736
19 3 6859
0 1 0
13 2 169
28 2 784
17 2 289
6 1 6
23 1 23
20 3 8000
9 4 6561
7 2 49
17 3 4913
23 2 529
16 2 256
16 1 16
17 1 17
1 1 1
27 1 27
16 4 65536
2 4 16
18 3 5832
8 2 64
3 3 27
6 0 1
18 3 5832
1 3 1
7 0 1
9 3 729
4 0 1
12 0 1
10 0 1
0 0 1
5 2 25
1 3 1
8 0 1
15 3 3375
3 3 27
18 1 18
28 0 1
17 2 289
9 1 9
4 4 256
1 3 1
21 1 21
24 2 576
5 1 5
8 2 64
16 2 256
13 4 28561
5 3 125
6 3 216
21 1 21
20 1 20
19 3 6859
2 0 1
17 0 1
16 4 65536
2 3 8
20 1 20
11 2 121
19 2 361
3 0 1
21 3 9261
13 1 13
29 4 707281
14 0 1
23 3 12167
5 0 1
14 1 14
18 1 18
27 2 729
25 2 625
16 0 1
5 2 25
25 2 625
29 4 707281
22 2 484
18 0 1
19 4 130321
21 1 21
21 3 9261
20 4 160000
23 4 279841
13 4 28561
8 2 64
29 0 1
24 4 331776
10 1 10
26 4 456976
9 0 1
25 1 25
2 1 2
19 2 361
21 4 194481
26 2 676
29 1 29
27 3 19683
25 4 390625
7 0 1
28 2 784
1 2 1
1 4 1
28 2 784
15 1 15
25 0 1
11 4 14641
6 4 1296
28 3 21952
5 2 25
18 4 104976
24 2 576
19 1 19
23 1 23
7 4 2401
25 1 25
12 2 144
10 4 10000
0 4 0
28 1 28
19 3 6859
6 4 1296
18 4 104976
10 2 100
20 4 160000
25 0 1
21 3 9261
22 1 22
5 3 125
27 2 729
8 2 64
17 2 289
6 2 36
0 0 1
21 0 1
27 3 19683
18 1 18
15 1 15
4 3 64
20 0 1
28 3 21952
20 4 160000
5 2 25
10 3 1000
6 2 36
14 1 14
29 2 841
13 0 1
0 1 0
12 1 12
3 4 81
19 3 6859
13 2 169
3 4 81
7 2 49
19 1 19
29 1 29
4 4 256
4 4 256
0 1 0
23 3 12167
22 1 22
15 3 3375
6 1 6
12 3 1728
10 2 100
24 4 331776
15 2 225
22 3 10648
16 0 1
20 0 1
28 4 614656
12 0 1
9 4 6561
13 0 1
14 2 196
25 4 390625
29 2 841
14 1 14
5 2 25
12 3 1728
19 0 1
5 3 125
1 4 1
25 4 390625
7 4 2401
28 4 614656
1 4 1
24 0 1
15 4 50625
12 2 144
29 4 707281
28 1 28
20 2 400
2 4 16
26 4 456976
11 1 11
20 1 20
25 1 25
20 1 20
2 4 16
17 4 83521
10 4 10000
28 1 28
29 0 1
3 4 81
15 1 15
14 1 14
10 0 1
4 0 1
4 3 64
16 0 1
25 0 1
16 1 16
9 4 6561
22 3 10648
13 2 169
19 2 361
15 0 1
11 1 11
11 0 1
19 3 6859
4 4 256
2 0 1
9 4 6561
27 1 27
27 1 27
12 3 1728
16 2 256
17 4 83521
15 1 15
17 2 289
18 1 18
22 4 234256
20 2 400
11 0 1
19 4 130321
10 1 10
13 2 169
6 3 216
9 0 1
6 1 6
8 4 4096
4 4 256
29 1 29
20 3 8000
27 3 19683
6 4 1296
1 4 1
20 1 20
0 4 0
24 2 576
19 4 130321
19 0 1
29 0 1
16 4 65536
8 3 512
26 4 456976
15 1 15
23 4 279841
20 0 1
10 0 1
21 3 9261
15 3 3375
26 1 26
2 4 16
19 4 130321
12 2 144
3 4 81
25 3 15625
6 2 36
5 0 1
11 1 11
25 4 390625
28 4 614656
28 2 784
22 1 22
26 0 1
18 3 5832
20 4 160000
8 2 64
21 2 441
3 0 1
28 0 1
21 4 194481
16 3 4096
23 0 1
14 3 2744
26 2 676
17 0 1
13 3 2197
8 2 64
18 1 18
14 0 1
25 4 390625
24 0 1
29 4 707281
17 3 4913
18 3 5832
7 0 1
16 4 65536
9 1 9
6 4 1296
15 1 15
15 4 50625
13 3 2197
19 3 6859
18 1 18
12 3 1728
3 0 1
6 2 36
0 0 1
4 4 256
22 2 484
16 2 256
23 1 23
24 1 24
4 4 256
27 3 19683
3 4 81
5 2 25
0 0 1
18 1 18
27 2 729
25 1 25
21 1 21
29 2 841
29 2 841
7 3 343
4 4 256
3 3 27
25 2 625
6 4 1296
6 3 216
13 2 169
26 2 676
4 2 16
23 3 12167
12 1 12
19 4 130321
23 3 12167
11 4 14641
16 4 65536
21 3 9261
17 1 17
9 0 1
11 4 14641
23 0 1
0 1 0
5 1 5
20 1 20
19 0 1
16 2 256
27 4 531441
18 4 104976
27 1 27
3 4 81
27 3 19683
24 1 24
13 2 169
24 1 24
2 2 4
18 4 104976
6 1 6
7 3 343
18 4 104976
15 3 3375
17 3 4913
14 3 2744
17 4 83521
13 0 1
11 0 1
0 4 0
13 3 2197
13 0 1
13 2 169
2 3 8
12 0 1
15 3 3375
26 4 456976
25 4 390625
14 4 38416
14 0 1
24 0 1
3 1 3
12 4 20736
12 1 12
13 4 28561
13 2 169
14 1 14
19 0 1
25 3 15625
24 3 13824
22 1 22
15 3 3375
17 4 83521
29 0 1
23 4 279841
29 0 1
8 2 64
8 3 512
25 4 390625
7 4 2401
25 2 625
12 1 12
6 0 1
22 0 1
25 3 15625
24 4 331776
9 1 9
22 0 1
17 4 83521
17 0 1
12 2 144
13 2 169
17 1 17
5 4 625
25 0 1
10 2 100
28 3 21952
10 2 100
24 3 13824
25 2 625
10 1 10
13 3 2197
6 3 216
7 2 49
22 0 1
4 2 16
25 3 15625
15 2 225
28 3 21952
3 1 3
14 4 38416
13 1 13
27 0 1
28 3 21952
6 3 216
25 0 1
10 1 10
27 0 1
29 0 1
11 2 121
5 2 25
7 1 7
21 1 21
1 1 1
10 0 1
20 2 400
19 2 361
10 3 1000
22 0 1
11 0 1
7 1 7
17 2 289
24 2 576
1 0 1
27 2 729
2 3 8
0 3 0
29 1 29
19 2 361
22 1 22
3 3 27
23 3 12167
13 4 28561
4 0 1
19 4 130321
12 2 144
16 0 1
27 1 27
19 3 6859
6 2 36
18 0 1
1 3 1
25 0 1
19 4 130321
16 4 65536
27 1 27
19 2 361
6 0 1
11 2 121
15 4 50625
11 1 11
11 2 121
3 4 81
22 2 484
21 3 9261
16 4 65536
4 0 1
26 3 17576
8 1 8
19 0 1
19 2 361
11 1 11
21 3 9261
28 4 614656
14 3 2744
11 4 14641
18 2 324
17 0 1
9 4 6561
13 2 169
0 0 1
29 3 24389
26 0 1
16 4 65536
8 2 64
9 4 6561
25 4 390625
21 3 9261
24 3 13824
28 1 28
23 2 529
9 4 6561
13 2 169
11 3 1331
23 3 12167
16 1 16
11 0 1
28 3 21952
16 0 1
16 2 256
24 4 331776
8 0 1
28 3 21952
29 0 1
7 1 7
26 0 1
27 3 19683
6 1 6
27 1 27
13 4 28561
19 3 6859
18 0 1
13 3 2197
15 2 225
17 1 17
24 1 24
9 3 729
14 4 38416
7 2 49
15 0 1
18 4 104976
1 0 1
13 2 169
0 4 0
2 4 16
19 1 19
0 2 0
27 2 729
21 1 21
13 3 2197
12 1 12
25 3 15625
17 4 83521
10 4 10000
18 0 1
9 4 6561
22 2 484
12 2 144
15 4 50625
12 1 12
17 4 83521
28 2 784
22 1 22
25 4 390625
8 1 8
10 1 10
12 1 12
7 1 7
10 1 10
5 3 125
20 2 400
23 1 23
7 2 49
26 4 456976
15 2 225
11 0 1
27 1 27
23 3 12167
7 3 343
22 3 10648
23 0 1
20 3 8000
23 2 529
17 3 4913
16 4 65536
14 1 14
24 0 1
0 3 0
3 0 1
29 0 1
17 0 1
25 4 390625
6 3 216
19 4 130321
21 2 441
5 1 5
8 4 4096
19 3 6859
4 3 64
27 0 1
20 4 160000
10 2 100
29 1 29
19 0 1
4 2 16
7 1 7
14 0 1
22 3 10648
7 2 49
20 4 160000
0 1 0
11 3 1331
22 4 234256
3 0 1
25 1 25
5 3 125
12 4 20736
23 0 1
21 3 9261
16 0 1
21 3 9261
11 4 14641
3 4 81
14 4 38416
26 3 17576
13 4 28561
17 2 289
17 4 83521
20 0 1
24 1 24
1 2 1
29 4 707281
12 3 1728
7 3 343
5 4 625
23 2 529
22 3 10648
17 3 4913
27 2 729
3 4 81
2 4 16
22 1 22
10 0 1
9 4 6561
0 1 0
19 2 361
1 1 1
12 4 20736
15 4 50625
12 0 1
26 0 1
19 4 130321
16 3 4096
15 4 50625
8 0 1
1 1 1
27 2 729
29 3 24389
18 0 1
11 4 14641
7 2 49
11 4 14641
21 1 21
24 4 331776
18 0 1
19 4 130321
4 0 1
4 1 4
13 0 1
1 1 1
29 0 1
29 3 24389
23 1 23
2 3 8
13 1 13
22 1 22
11 1 11
15 2 225
12 0 1
13 3 2197
2 0 1
24 0 1
18 4 104976
20 1 20
13 4 28561
26 0 1
0 0 1
5 0 1
16 4 65536
21 4 194481
0 1 0
18 3 5832
28 0 1
27 2 729
14 0 1
6 1 6
12 2 144
28 1 28
0 4 0
24 0 1
26 1 26
25 3 15625
8 2 64
5 3 125
11 2 121
26 2 676
1 0 1
18 4 104976
17 3 4913
21 4 194481
4 4 256
18 1 18
19 0 1
7 4 2401
17 1 17
2 0 1
23 2 529
29 4 707281
0 0 1
22 1 22
11 1 11
0 0 1
6 4 1296
19 3 6859
28 0 1
14 1 14
11 1 11
12 1 12
27 0 1
5 1 5
8 4 4096
25 0 1
13 0 1
28 2 784
0 4 0
17 1 17
26 3 17576
26 0 1
10 1 10
23 1 23
8 0 1
14 2 196
28 1 28
2 4 16
4 0 1
5 0 1
13 1 13
9 4 6561
26 4 456976
24 1 24
24 0 1
15 1 15
16 3 4096
15 0 1
1 0 1
26 1 26
13 0 1
26 2 676
3 4 81
21 1 21
6 2 36
14 4 38416
29 1 29
14 1 14
1 4 1
18 1 18
25 3 15625
7 3 343
27 3 19683
2 2 4
5 4 625
22 1 22
27 2 729
18 4 104976
25 3 15625
8 4 4096
19 0 1
7 1 7
25 0 1
24 2 576
26 1 26
1 1 1
6 3 216
24 2 576
2 4 16
15 2 225
7 0 1
22 0 1
26 1 26
19 4 130321
9 2 81
17 2 289
1 1 1
3 0 1
0 1 0
6 1 6
18 3 5832
13 3 2197
26 3 17576
27 1 27
7 1 7
1 0 1
6 2 36
23 2 529
11 4 14641
14 1 14
6 4 1296
11 1 11
18 0 1
7 4 2401
26 4 456976
6 3 216
11 3 1331
2 3 8
17 0 1
29 3 24389
2 2 4
23 3 12167
4 0 1
10 1 10
6 2 36
20 0 1
11 1 11
1 2 1
9 3 729
6 1 6
28 4 614656
12 3 1728
25 4 390625
15 1 15
17 1 17
9 4 6561
15 3 3375
19 4 130321
0 1 0
16 1 16
21 0 1
16 4 65536
26 4 456976
18 3 5832
26 2 676
23 0 1
1 3 1
11 0 1
3 4 81
15 1 15
22 1 22
29 0 1
12 2 144
2 3 8
21 3 9261
1 0 1
16 0 1
28 1 28
3 1 3
24 1 24
14 4 38416
25 2 625
23 4 279841
6 1 6
13 4 28561
26 2 676
8 2 64
9 2 81
12 4 20736
1 4 1
28 2 784
20 4 160000
4 4 256
8 3 512
17 3 4913
26 4 456976
23 1 23
15 2 225
11 2 121
12 4 20736
3 3 27
26 3 17576
11 4 14641
23 2 529
8 3 512
13 1 13
1 1 1
15 4 50625
9 1 9
26 1 26
10 3 1000
10 0 1
19 1 19
15 3 3375
5 1 5
20 3 8000
22 0 1
13 2 169
2 1 2
8 2 64
21 3 9261
3 4 81
16 0 1
15 1 15
23 4 279841
1 2 1
10 2 100
16 2 256
10 1 10
28 2 784
19 0 1
8 3 512
7 2 49
20 4 160000
23 2 529
26 1 26
12 1 12
16 4 65536
29 4 707281
12 2 144
19 1 19
22 1 22
20 2 400
23 2 529
0 2 0
6 1 6
8 2 64
4 1 4
17 4 83521
22 1 22
0 4 0
21 0 1
7 1 7
8 2 64
26 1 26
4 2 16
28 2 784
28 2 784
1 3 1
13 0 1
19 0 1
10 3 1000
16 0 1
10 4 10000
16 4 65536
11 1 11
17 3 4913
15 2 225
0 0 1
19 3 6859
16 2 256
6 3 216
22 3 10648
19 2 361
20 1 20
14 2 196
23 0 1
16 2 256
2 0 1
5 4 625
5 0 1
22 0 1
19 3 6859
26 1 26
17 2 289
8 3 512
21 4 194481
29 1 29
1 1 1
21 0 1
9 3 729
24 0 1
2 0 1
4 3 64
4 2 16
5 3 125
6 2 36
18 1 18
29 1 29
12 3 1728
8 4 4096
14 4 38416
8 4 4096
17 2 289
29 1 29
27 2 729
24 3 13824
6 3 216
7 0 1
19 0 1
4 1 4
13 3 2197
29 3 24389
21 3 9261
13 2 169
22 2 484
17 3 4913
15 4 50625
2 3 8
22 1 22
1 1 1
1 4 1
4 1 4
14 2 196
11 0 1
27 4 531441
29 1 29
14 1 14
7 2 49
1 4 1
10 1 10
13 2 169
16 0 1
5 1 5
10 0 1
12 3 1728
1 0 1
26 0 1
26 4 456976
6 4 1296
16 0 1
17 2 289
2 2 4
1 4 1
22 3 10648
10 3 1000
14 3 2744
14 0 1
5 2 25
0 2 0
29 0 1
16 1 16
4 4 256
20 4 160000
22 4 234256
11 0 1
18 3 5832
5 2 25
12 0 1
24 3 13824
7 0 1
29 4 707281
20 0 1
0 0 1
23 3 12167
0 2 0
22 2 484
5 0 1
17 1 17
5 2 25
27 2 729
12 4 20736
2 3 8
0 4 0
22 2 484
22 2 484
18 1 18
13 4 28561
11 0 1
6 0 1
28 1 28
7 1 7
15 0 1
4 0 1
16 2 256
6 2 36
2 3 8
25 1 25
29 2 841
7 0 1
20 0 1
19 3 6859
1 3 1
1 2 1
6 4 1296
10 2 100
24 3 13824
18 3 5832
13 2 169
2 0 1
5 0 1
19 3 6859
0 2 0
7 0 1
15 2 225
12 3 1728
2 4 16
17 3 4913
19 4 130321
12 4 20736
4 2 16
22 4 234256
19 3 6859
13 4 28561
25 4 390625
28 4 614656
23 3 12167
9 4 6561
1 4 1
13 2 169
2 3 8
27 2 729
2 1 2
11 4 14641
4 4 256
14 2 196
6 1 6
18 2 324
16 0 1
9 0 1
21 3 9261
2 2 4
17 0 1
11 2 121
18 3 5832
7 1 7
27 1 27
25 3 15625
1 1 1
15 2 225
24 0 1
23 3 12167
26 2 676
8 2 64
3 2 9
12 1 12
17 3 4913
19 1 19
8 4 4096
18 3 5832
21 1 21
10 4 10000
25 4 390625
25 2 625
12 2 144
19 0 1
6 1 6
11 1 11
17 4 83521
5 2 25
11 4 14641
8 0 1
28 4 614656
19 1 19
24 2 576
8 4 4096
5 2 25
29 3 24389
19 1 19
16 2 256
1 1 1
4 4 256
18 0 1
29 2 841
16 4 65536
12 0 1
28 0 1
29 0 1
21 4 194481
5 1 5
13 2 169
12 3 1728
2 1 2
19 2 361
17 4 83521
9 3 729
29 1 29
24 1 24
19 3 6859
26 4 456976
22 3 10648
25 4 390625
4 2 16
15 3 3375
21 4 194481
16 4 65536
8 4 4096
3 0 1
29 4 707281
3 2 9
20 1 20
15 0 1
24 1 24
6 1 6
10 1 10
29 4 707281
3 0 1
28 2 784
5 0 1
20 1 20
18 0 1
16 1 16
4 4 256
14 3 2744
4 1 4
0 2 0
2 4 16
23 1 23
16 3 4096
16 3 4096
27 2 729
17 0 1
18 1 18
20 4 160000
1 4 1
0 4 0
29 0 1
3 2 9
14 2 196
9 1 9
14 4 38416
4 1 4
0 2 0
18 2 324
24 1 24
25 4 390625
24 4 331776
22 1 22
16 3 4096
19 1 19
20 2 400
16 0 1
8 4 4096
15 2 225
24 4 331776
22 2 484
2 4 16
27 1 27
5 3 125
13 1 13
12 2 144
17 2 289
13 1 13
0 2 0
8 0 1
24 2 576
27 1 27
2 4 16
7 4 2401
18 4 104976
12 3 1728
5 2 25
29 2 841
12 2 144
8 4 4096
20 4 160000
26 4 456976
20 2 400
11 4 14641
18 0 1
20 3 8000
8 1 8
2 3 8
29 4 707281
15 0 1
20 0 1
9 4 6561
27 3 19683
18 2 324
5 1 5
14 1 14
27 2 729
29 3 24389
13 4 28561
18 1 18
14 0 1
19 2 361
4 3 64
4 4 256
6 1 6
21 0 1
29 0 1
6 0 1
25 4 390625
1 4 1
7 4 2401
28 2 784
20 1 20
7 2 49
4 4 256
19 3 6859
22 1 22
2 4 16
10 1 10
15 0 1
22 0 1
27 3 19683
7 0 1
8 4 4096
2 0 1
7 4 2401
17 0 1
0 1 0
23 0 1
20 0 1
15 1 15
0 3 0
10 3 1000
3 0 1
25 3 15625
2 3 8
3 1 3
11 0 1
19 3 6859
23 2 529
0 0 1
10 3 1000
4 1 4
10 1 10
12 4 20736
1 4 1
9 1 9
8 3 512
5 0 1
9 0 1
22 4 234256
18 1 18
20 1 20
10 1 10
10 3 1000
28 2 784
12 4 20736
6 1 6
16 2 256
26 2 676
28 1 28
0 4 0
9 0 1
12 2 144
18 3 5832
15 3 3375
18 4 104976
21 2 441
26 2 676
18 0 1
0 0 1
12 0 1
13 4 28561
23 2 529
23 4 279841
2 1 2
0 4 0
4 3 64
0 2 0
12 0 1
25 4 390625
8 4 4096
8 4 4096
7 1 7
0 2 0
20 4 160000
2 3 8
